Weapon,Hash,Perks,PerkHashes,Tags,Notes,Name,Description
"Fang of Ir Yût","1432682459","Kill Clip | Hammer-Forged Rifling | Opening Shot | Ricochet Rounds | Ricochet Rounds | Rapid Hit | Kill Clip | Rapid Hit | Keep Away | Hammer-Forged Rifling | Keep Away | Opening Shot","1015611457|1147230557|1370847713|1885400500|1968098204|247725512|2923251173|2938480696|3198323828|3250034553|3619207468|47981717","GodPVP","","Fang of Ir Yût PVP God Roll","Barrel: Hammer-Forged Rifling
Magazine: Ricochet Rounds
Perk 1: Rapid Hit or Keep Away
Perk 2: Kill Clip or Opening Shot
Masterwork: Range or Reload Speed"
"Fang of Ir Yût (Adept)","128782990","Kill Clip | Smallbore | Rewind Rounds | Flared Magwell | Light Mag | Full Bore | Full Bore | Golden Tricorn | Shoot to Loot | Smallbore | Kill Clip | Flared Magwell | Rewind Rounds | Shoot to Loot | Golden Tricorn Enhanced | Light Mag","1015611457|1482024992|1563455254|1709045111|1807273211|1871180748|202670084|2610012052|2840833776|2860123632|2923251173|3230963543|3418782618|3700496672|4290541820|679225683","GodPVE","","Fang of Ir Yût PVE God Roll","Barrel: Smallbore or Full Bore
Magazine: Flared Magwell or Light Mag
Perk 1: Rewind Rounds (also good: Shoot to Loot)
Perk 2: Kill Clip or Golden Tricorn
Masterwork: Range"
"Fang of Ir Yût (Adept)","128782990","Kill Clip | Hammer-Forged Rifling | Opening Shot | Ricochet Rounds | Ricochet Rounds | Rapid Hit | Kill Clip | Rapid Hit | Keep Away | Hammer-Forged Rifling | Keep Away | Opening Shot","1015611457|1147230557|1370847713|1885400500|1968098204|247725512|2923251173|2938480696|3198323828|3250034553|3619207468|47981717","GodPVP","","Fang of Ir Yût PVP God Roll","Barrel: Hammer-Forged Rifling
Magazine: Ricochet Rounds
Perk 1: Rapid Hit or Keep Away
Perk 2: Kill Clip or Opening Shot
Masterwork: Range or Reload Speed"
"Abyss Defiant","833898322","Corkscrew Rifling | Flared Magwell | Enlightened Action | Light Mag | Incandescent | Heal Clip | Arrowhead Brake | Sword Logic | Flared Magwell | Enlightened Action | Corkscrew Rifling | Heal Clip | Incandescent | Sword Logic | Light Mag | Arrowhead Brake","111235976|1709045111|1771736209|1807273211|2675184851|3017780555|3048246338|31345821|3230963543|3828510309|4090651448|4223976499|4293542123|639190697|679225683|839105230","GodPVE","","Abyss Defiant PVE God Roll","Barrel: Corkscrew Rifling or Arrowhead Brake
Magazine: Flared Magwell or Light Mag
Perk 1: Heal Clip (also good: Enlightened Action)
Perk 2: Incandescent (also good: Sword Logic)
Masterwork: Reload Speed"
"Abyss Defiant","833898322","Kill Clip | Hammer-Forged Rifling | High-Caliber Rounds | Enlightened Action | Kill Clip | Heal Clip | Hammer-Forged Rifling | Enlightened Action | Heal Clip | High-Caliber Rounds","1015611457|1147230557|1561002382|1771736209|2923251173|3017780555|3250034553|3828510309|4223976499|494745090","GodPVP","","Abyss Defiant PVP God Roll","Barrel: Hammer-Forged Rifling
Magazine: High-Caliber Rounds
Perk 1: Heal Clip (also good: Enlightened Action)
Perk 2: Kill Clip
Masterwork: Range"
"Abyss Defiant (Adept)","3782662983","Corkscrew Rifling | Flared Magwell | Enlightened Action | Light Mag | Incandescent | Heal Clip | Arrowhead Brake | Sword Logic | Flared Magwell | Enlightened Action | Corkscrew Rifling | Heal Clip | Incandescent | Sword Logic | Light Mag | Arrowhead Brake","111235976|1709045111|1771736209|1807273211|2675184851|3017780555|3048246338|31345821|3230963543|3828510309|4090651448|4223976499|4293542123|639190697|679225683|839105230","GodPVE","","Abyss Defiant PVE God Roll","Barrel: Corkscrew Rifling or Arrowhead Brake
Magazine: Flared Magwell or Light Mag
Perk 1: Heal Clip (also good: Enlightened Action)
Perk 2: Incandescent (also good: Sword Logic)
Masterwork: Reload Speed"
"Abyss Defiant (Adept)","3782662983","Kill Clip | Hammer-Forged Rifling | High-Caliber Rounds | Enlightened Action | Kill Clip | Heal Clip | Hammer-Forged Rifling | Enlightened Action | Heal Clip | High-Caliber Rounds","1015611457|1147230557|1561002382|1771736209|2923251173|3017780555|3250034553|3828510309|4223976499|494745090","GodPVP","","Abyss Defiant PVP God Roll","Barrel: Hammer-Forged Rifling
Magazine: High-Caliber Rounds
Perk 1: Heal Clip (also good: Enlightened Action)
Perk 2: Kill Clip
Masterwork: Range"
"Swordbreaker","3163900678","Tactical Mag | Corkscrew Rifling | Tactical Mag | One-Two Punch | Corkscrew Rifling | Pugilist | Pugilist | One-Two Punch","106909392|111235976|1783397184|2679249093|4090651448|536173722|691659142|788178929","GodPVE","","Swordbreaker PVE God Roll","Barrel: Corkscrew Rifling
Magazine: Tactical Mag
Perk 1: Pugilist
Perk 2: One-Two Punch
Masterwork: Handling or Reload Speed"
"Swordbreaker","3163900678","Corkscrew Rifling | Opening Shot | Slideshot | Accurized Rounds | Slideshot | Accurized Rounds | Corkscrew Rifling | Opening Shot","111235976|1370847713|191144788|3142289711|3161816588|3267421167|4090651448|47981717","GodPVP","","Swordbreaker PVP God Roll","Barrel: Corkscrew Rifling
Magazine: Accurized Rounds
Perk 1: Slideshot
Perk 2: Opening Shot
Masterwork: Range"
"Swordbreaker (Adept)","1239700299","Tactical Mag | Corkscrew Rifling | Tactical Mag | One-Two Punch | Corkscrew Rifling | Pugilist | Pugilist | One-Two Punch","106909392|111235976|1783397184|2679249093|4090651448|536173722|691659142|788178929","GodPVE","","Swordbreaker PVE God Roll","Barrel: Corkscrew Rifling
Magazine: Tactical Mag
Perk 1: Pugilist
Perk 2: One-Two Punch
Masterwork: Handling or Reload Speed"
"Swordbreaker (Adept)","1239700299","Corkscrew Rifling | Opening Shot | Slideshot | Accurized Rounds | Slideshot | Accurized Rounds | Corkscrew Rifling | Opening Shot","111235976|1370847713|191144788|3142289711|3161816588|3267421167|4090651448|47981717","GodPVP","","Swordbreaker PVP God Roll","Barrel: Corkscrew Rifling
Magazine: Accurized Rounds
Perk 1: Slideshot
Perk 2: Opening Shot
Masterwork: Range"
"Doom of Chelchis","1937552980","Smallbore | Vorpal Weapon | Flared Magwell | Smallbore | Frenzy | Explosive Payload | Flared Magwell | Vorpal Weapon | One for All | Frenzy | Explosive Payload | One for All","1482024992|1546637391|1709045111|2860123632|3007133316|3038247973|3230963543|3418165135|4049631843|4104185692|64866129|859780267","GodPVE","","Doom of Chelchis PVE God Roll","Barrel: Smallbore
Magazine: Flared Magwell
Perk 1: Explosive Payload (also good: Vorpal Weapon)
Perk 2: One for All (also good: Frenzy)
Masterwork: Reload Speed"
"Doom of Chelchis","1937552980","Corkscrew Rifling | Explosive Payload | Accurized Rounds | Accurized Rounds | Eye of the Storm | Corkscrew Rifling | Explosive Payload | Eye of the Storm","111235976|3038247973|3142289711|3267421167|3719974635|4090651448|64866129|699525795","GodPVP","","Doom of Chelchis PVP God Roll","Barrel: Corkscrew Rifling
Magazine: Accurized Rounds
Perk 1: Explosive Payload
Perk 2: Eye of the Storm
Masterwork: Range"
"Doom of Chelchis (Harrowed)","1184692845","Smallbore | Vorpal Weapon | Flared Magwell | Smallbore | Frenzy | Explosive Payload | Flared Magwell | Vorpal Weapon | One for All | Frenzy | Explosive Payload | One for All","1482024992|1546637391|1709045111|2860123632|3007133316|3038247973|3230963543|3418165135|4049631843|4104185692|64866129|859780267","GodPVE","","Doom of Chelchis PVE God Roll","Barrel: Smallbore
Magazine: Flared Magwell
Perk 1: Explosive Payload (also good: Vorpal Weapon)
Perk 2: One for All (also good: Frenzy)
Masterwork: Reload Speed"
"Doom of Chelchis (Harrowed)","1184692845","Corkscrew Rifling | Explosive Payload | Accurized Rounds | Accurized Rounds | Eye of the Storm | Corkscrew Rifling | Explosive Payload | Eye of the Storm","111235976|3038247973|3142289711|3267421167|3719974635|4090651448|64866129|699525795","GodPVP","","Doom of Chelchis PVP God Roll","Barrel: Corkscrew Rifling
Magazine: Accurized Rounds
Perk 1: Explosive Payload
Perk 2: Eye of the Storm
Masterwork: Range"
"Nullify","859869931","Tactical Mag | Tactical Mag | Chaos Reshaped | Demolitionist | Incandescent | Heal Clip | Arrowhead Brake | Demolitionist | Chaos Reshaped | Heal Clip | Incandescent | Arrowhead Brake","106909392|1783397184|1817983009|1906147653|2675184851|3017780555|3048246338|3523296417|3640170453|4223976499|4293542123|839105230","GodPVE","","Nullify PVE God Roll","Barrel: Arrowhead Break
Magazine: Tactical Mag
Perk 1: Demolitionist or Heal Clip
Perk 2: Chaos Reshaped or Incandescent
Masterwork: Reload Speed"
"Nullify","859869931","Steady Rounds | Chaos Reshaped | Multikill Clip | Rapid Hit | Multikill Clip | Rapid Hit | Arrowhead Brake | Steady Rounds | Chaos Reshaped | Arrowhead Brake","1002206008|1817983009|2458213969|247725512|2570477205|2938480696|3048246338|3177308360|3640170453|839105230","GodPVP","","Nullify PVP God Roll","Barrel: Arrowhead Break
Magazine: Steady Rounds
Perk 1: Rapid Hit
Perk 2: Multikill Clip (also good: Chaos Reshaped)
Masterwork: Range"
"Nullify (Adept)","892183998","Tactical Mag | Tactical Mag | Chaos Reshaped | Demolitionist | Incandescent | Heal Clip | Arrowhead Brake | Demolitionist | Chaos Reshaped | Heal Clip | Incandescent | Arrowhead Brake","106909392|1783397184|1817983009|1906147653|2675184851|3017780555|3048246338|3523296417|3640170453|4223976499|4293542123|839105230","GodPVE","","Nullify PVE God Roll","Barrel: Arrowhead Break
Magazine: Tactical Mag
Perk 1: Demolitionist or Heal Clip
Perk 2: Chaos Reshaped or Incandescent
Masterwork: Reload Speed"
"Nullify (Adept)","892183998","Steady Rounds | Chaos Reshaped | Multikill Clip | Rapid Hit | Multikill Clip | Rapid Hit | Arrowhead Brake | Steady Rounds | Chaos Reshaped | Arrowhead Brake","1002206008|1817983009|2458213969|247725512|2570477205|2938480696|3048246338|3177308360|3640170453|839105230","GodPVP","","Nullify PVP God Roll","Barrel: Arrowhead Break
Magazine: Steady Rounds
Perk 1: Rapid Hit
Perk 2: Multikill Clip (also good: Chaos Reshaped)
Masterwork: Range"
"Non-Denouement","1770490683","Dragonfly | Voltshot | Chaos Reshaped | Archer's Tempo | Voltshot | Dragonfly | Archer's Tempo | Chaos Reshaped | Straight Fletching | Polymer String","169755979|1720528630|1817983009|201365942|2173046394|2848615171|3523746922|3640170453|3827198035|852209214","GodPVE","","Non-Denouement PVE God Roll","Bowstring: Polymer String
Arrow: Straight Fletching
Perk 1: Archer’s Tempo or Dragonfly
Perk 2: Voltshot (also good: Chaos Reshaped)
Masterwork: Draw Time"
"Non-Denouement","1770490683","Opening Shot | Straight Fletching | Archer's Gambit | High Tension String | Archer's Gambit | Straight Fletching | High Tension String | Opening Shot","1370847713|1649480699|2662236651|3371775011|3414324643|3827198035|4185607275|47981717","GodPVP","","Non-Denouement PVP God Roll","Bowstring: High Tension String
Arrow: Straight Fletching
Perk 1: Opening Shot
Perk 2: Archer’s Gambit
Masterwork: Draw Time or Accuracy"
"Non-Denouement (Adept)","1039915310","Straight Fletching | Dragonfly | Voltshot | Chaos Reshaped | Archer's Tempo | Voltshot | Dragonfly | Archer's Tempo | Chaos Reshaped | Straight Fletching | Polymer String | Polymer String","1649480699|169755979|1720528630|1817983009|201365942|2173046394|2848615171|3523746922|3640170453|3827198035|3837163218|852209214","GodPVE","","Non-Denouement PVE God Roll","Bowstring: Polymer String
Arrow: Straight Fletching
Perk 1: Archer’s Tempo or Dragonfly
Perk 2: Voltshot (also good: Chaos Reshaped)
Masterwork: Draw Time"
"Non-Denouement (Adept)","1039915310","Opening Shot | Straight Fletching | Archer's Gambit | High Tension String | Archer's Gambit | Straight Fletching | High Tension String | Opening Shot","1370847713|1649480699|2662236651|3371775011|3414324643|3827198035|4185607275|47981717","GodPVP","","Non-Denouement PVP God Roll","Bowstring: High Tension String
Arrow: Straight Fletching
Perk 1: Opening Shot
Perk 2: Archer’s Gambit
Masterwork: Draw Time or Accuracy"
"Forthcoming Deviance","535198113","Ballistic Tuning | Reconstruction | Replenishing Aegis | Chaos Reshaped | Replenishing Aegis | Desperate Measures | Ballistic Tuning | Desperate Measures | Chaos Reshaped | Swap Mag | Reconstruction | Swap Mag","1263609309|1523832109|1592669035|1817983009|1966281507|2109543898|2154730217|2799030358|3640170453|3721627275|461595545|714384243","GodPVE","","Forthcoming Deviance PVE God Roll","Haft: Ballistic Tuning
Magazine: Swap Mag
Perk 1: Reconstruction or Replenishing Aegis
Perk 2: Chaos Reshaped or Desperate Measures
Masterwork: Shield Duration"
"Forthcoming Deviance","535198113","Ballistic Tuning | Disruption Break | Desperate Measures | Ballistic Tuning | Disruption Break | Desperate Measures | Accurized Rounds | Accurized Rounds | Impulse Amplifier | Impulse Amplifier","1263609309|1683379515|2109543898|2154730217|2216471363|2799030358|3142289711|3267421167|3878366039|951095735","GodPVP","","Forthcoming Deviance PVP God Roll","Haft: Ballistic Tuning
Magazine: Accurized Rounds
Perk 1: Impulse Amplifier or Disruption Break
Perk 2: Desperate Measures
Masterwork: Range"
"Forthcoming Deviance (Adept)","3123651616","Ballistic Tuning | Reconstruction | Replenishing Aegis | Chaos Reshaped | Replenishing Aegis | Desperate Measures | Ballistic Tuning | Desperate Measures | Chaos Reshaped | Swap Mag | Reconstruction | Swap Mag","1263609309|1523832109|1592669035|1817983009|1966281507|2109543898|2154730217|2799030358|3640170453|3721627275|461595545|714384243","GodPVE","","Forthcoming Deviance PVE God Roll","Haft: Ballistic Tuning
Magazine: Swap Mag
Perk 1: Reconstruction or Replenishing Aegis
Perk 2: Chaos Reshaped or Desperate Measures
Masterwork: Shield Duration"
"Forthcoming Deviance (Adept)","3123651616","Ballistic Tuning | Disruption Break | Desperate Measures | Ballistic Tuning | Disruption Break | Desperate Measures | Accurized Rounds | Accurized Rounds | Impulse Amplifier | Impulse Amplifier","1263609309|1683379515|2109543898|2154730217|2216471363|2799030358|3142289711|3267421167|3878366039|951095735","GodPVP","","Forthcoming Deviance PVP God Roll","Haft: Ballistic Tuning
Magazine: Accurized Rounds
Perk 1: Impulse Amplifier or Disruption Break
Perk 2: Desperate Measures
Masterwork: Range"
"Unvoiced","3360937899","Tactical Mag | Fluted Barrel | Subjugation | Fourth Time's the Charm | Assault Mag | Tactical Mag | Fluted Barrel | Envious Arsenal | Bait and Switch | Bait and Switch | Envious Arsenal | Assault Mag | Fourth Time's the Charm","106909392|1124871858|1298135794|1354429876|1488599449|1783397184|1840239774|2817499044|3078487919|3744057135|3987942396|791862061|848860060","GodPVE","","Unvoiced PVE God Roll","Barrel: Fluted Barrel
Magazine: Assault Mag (also good: Tactical Mag)
Perk 1: Fourth Time’s the Charm (also good: Envious Arsenal)
Perk 2: Bait and Switch
Masterwork: Handling"
"Unvoiced","3360937899","Fluted Barrel | Closing Time | Subjugation | Fluted Barrel | Lone Wolf | Killing Wind | Lone Wolf | Accurized Rounds | Accurized Rounds | Closing Time | Killing Wind","1124871858|1194056669|1298135794|1840239774|2073244114|2450788523|2579169598|3142289711|3267421167|3955464425|4207509907","GodPVP","","Unvoiced PVP God Roll","Barrel: Fluted Barrel
Magazine: Accurized Rounds
Perk 1: Lone Wolf (also good: Killing Wind)
Perk 2: Closing Time
Masterwork: Handling"
"Trachinus","3635232671","Headstone | Headstone | Assault Mag | Lead from Gold | Rimestealer | Rapid Hit | Rimestealer | Rapid Hit | Chill Clip | Arrowhead Brake | Precision Instrument | Chill Clip | Lead from Gold | Veist Stinger | Veist Stinger | Precision Instrument | Assault Mag | Arrowhead Brake","1171887445|124408337|1488599449|1556840489|1955165503|247725512|2617553311|2938480696|2978966579|3048246338|332733060|344235611|3442762221|3988215619|54024075|555281244|791862061|839105230","GodPVE","","Trachinus PVE God Roll","Barrel: Arrowhead Break
Magazine: Assault Mag
Perk 1: Rapid-Hit or Lead from Gold (also good: Rimestealer)
Perk 2: Precision Instrument or Chill Clip (also good: Headstone)
Masterwork: Handling
Origin Trait: Veist Stinger"
"Trachinus","3635232671","Hammer-Forged Rifling | Binary Orbit | Killing Wind | Accurized Rounds | Hammer-Forged Rifling | Accurized Rounds | Transcendent Moment | Tenacity | Killing Wind | Tenacity | Transcendent Moment | Binary Orbit","1147230557|1546142478|2450788523|3142289711|3250034553|3267421167|3731491409|3911709647|4207509907|483923727|680897173|983853954","GodPVP","","Trachinus PVP God Roll","Barrel: Hammer-Forged Rifling
Magazine: Accurized Rounds
Perk 1: Transcendent Moment (also good: Killing Wind)
Perk 2: Binary Orbit
Masterwork: Range
Origin Trait: Tenacity"
"The Inquisitor","51129316","Fluted Barrel | Assault Mag | Fluted Barrel | Bait and Switch | Cascade Point | Bait and Switch | Cascade Point | One Quiet Moment | Envious Assassin | Assault Mag | Envious Assassin","1124871858|1488599449|1840239774|3078487919|331667533|3744057135|3751912585|4091460919|424370782|791862061|968510818","GodPVE","","The Inquisitor PVE God Roll","Barrel: Fluted Barrel
Magazine: Assault Mag
Perk 1: Envious Assassin
Perk 2: Bait and Switch or Cascade Point
Masterwork: Handling
Origin Trait: One Quiet Moment"
"The Inquisitor","51129316","Closing Time | Opening Shot | Smallbore | Lone Wolf | Lone Wolf | Smallbore | Accurized Rounds | Accurized Rounds | Closing Time | Threat Detector | One Quiet Moment | Opening Shot | Threat Detector","1194056669|1370847713|1482024992|2073244114|2579169598|2860123632|3142289711|3267421167|3955464425|4071163871|4091460919|47981717|494941759","GodPVP","","The Inquisitor PVP God Roll","Barrel: Smallbore
Magazine: Accurized Rounds
Perk 1: Lone Wolf (also good: Threat Detector)
Perk 2: Closing Time or Opening Shot
Masterwork: Range
Origin Trait: One Quiet Moment"
